-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2025 through 12/31/2025 in UTC
Location: Latitude  21.2   Longitude 113.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 0.13 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
WS50M                 MERRA-2 Wind Speed at 50 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,WS50M
2025,1,1,0,67.6,20.53,6.75
2025,1,1,1,147.15,20.44,6.83
2025,1,1,2,229.02,20.29,6.92
2025,1,1,3,298.75,20.11,6.98
2025,1,1,4,262.65,19.93,7.03
2025,1,1,5,232.18,19.79,7.13
2025,1,1,6,207.18,19.7,7.29
2025,1,1,7,181.27,19.61,7.53
2025,1,1,8,109.12,19.53,7.77
2025,1,1,9,24.85,19.5,7.94
2025,1,1,10,0.0,19.51,8.01
2025,1,1,11,0.0,19.56,7.97
2025,1,1,12,0.0,19.62,7.8
2025,1,1,13,0.0,19.69,7.54
2025,1,1,14,0.0,19.75,7.34
2025,1,1,15,0.0,19.83,7.2
2025,1,1,16,0.0,19.89,7.25
2025,1,1,17,0.0,19.92,7.44
2025,1,1,18,0.0,19.94,7.76
2025,1,1,19,0.0,19.93,8.21
2025,1,1,20,0.0,19.95,8.69
2025,1,1,21,0.0,19.98,9.06
2025,1,1,22,0.0,20.04,9.31
2025,1,1,23,24.08,20.08,9.41
2025,1,2,0,110.15,20.11,9.33
2025,1,2,1,201.75,20.17,9.1
2025,1,2,2,282.23,20.23,8.74
2025,1,2,3,319.08,20.18,8.38
2025,1,2,4,345.15,20.07,8.06
2025,1,2,5,351.5,19.99,7.73
2025,1,2,6,297.6,19.99,7.47
2025,1,2,7,214.9,20.03,7.35
2025,1,2,8,118.62,20.08,7.25
2025,1,2,9,23.7,20.18,6.84
2025,1,2,10,0.0,20.31,6.3
2025,1,2,11,0.0,20.48,5.84
2025,1,2,12,0.0,20.61,5.23
2025,1,2,13,0.0,20.73,4.81
2025,1,2,14,0.0,20.81,4.99
2025,1,2,15,0.0,20.89,5.97
2025,1,2,16,0.0,20.91,7.4
2025,1,2,17,0.0,20.86,8.81
2025,1,2,18,0.0,20.84,9.96
2025,1,2,19,0.0,20.78,10.63
2025,1,2,20,0.0,20.66,11.01
2025,1,2,21,0.0,20.48,11.23
2025,1,2,22,0.0,20.29,11.31
2025,1,2,23,35.62,20.12,11.17
2025,1,3,0,212.38,19.98,11.06
2025,1,3,1,411.33,19.8,10.89
2025,1,3,2,588.53,19.58,10.69
2025,1,3,3,690.05,19.36,10.65
2025,1,3,4,708.05,19.27,10.54
2025,1,3,5,695.0,19.3,10.19
2025,1,3,6,551.1,19.38,9.71
2025,1,3,7,407.55,19.49,9.15
2025,1,3,8,210.45,19.62,8.62
2025,1,3,9,24.27,19.78,8.1
2025,1,3,10,0.0,19.95,7.7
2025,1,3,11,0.0,20.08,7.52
2025,1,3,12,0.0,20.18,7.55
2025,1,3,13,0.0,20.24,7.79
2025,1,3,14,0.0,20.25,7.99
2025,1,3,15,0.0,20.25,8.0
2025,1,3,16,0.0,20.27,7.85
2025,1,3,17,0.0,20.22,7.9
2025,1,3,18,0.0,20.13,8.16
2025,1,3,19,0.0,19.98,8.53
2025,1,3,20,0.0,19.8,8.93
2025,1,3,21,0.0,19.6,9.33
2025,1,3,22,0.0,19.43,9.65
2025,1,3,23,29.8,19.31,9.87
2025,1,4,0,163.82,19.22,9.98
2025,1,4,1,347.3,19.15,10.03
2025,1,4,2,512.4,19.12,10.12
2025,1,4,3,591.85,19.03,10.03
2025,1,4,4,631.45,18.94,9.71
2025,1,4,5,437.52,18.86,9.22
2025,1,4,6,482.35,18.83,8.76
2025,1,4,7,320.0,18.86,8.33
2025,1,4,8,152.25,18.93,7.97
2025,1,4,9,24.3,19.05,8.01
2025,1,4,10,0.0,19.19,7.67
2025,1,4,11,0.0,19.32,7.19
2025,1,4,12,0.0,19.35,7.16
2025,1,4,13,0.0,19.29,7.53
2025,1,4,14,0.0,19.2,7.94
2025,1,4,15,0.0,19.24,8.15
2025,1,4,16,0.0,19.27,8.35
2025,1,4,17,0.0,19.15,8.72
2025,1,4,18,0.0,19.01,9.04
2025,1,4,19,0.0,18.95,9.2
2025,1,4,20,0.0,18.96,9.07
2025,1,4,21,0.0,19.06,8.77
2025,1,4,22,0.0,19.19,8.48
2025,1,4,23,27.6,19.27,8.2
2025,1,5,0,150.65,19.31,7.98
2025,1,5,1,302.5,19.37,7.7
2025,1,5,2,441.27,19.4,7.45
2025,1,5,3,530.9,19.35,7.14
2025,1,5,4,580.05,19.35,6.75
2025,1,5,5,517.12,19.38,6.46
2025,1,5,6,498.95,19.42,6.21
2025,1,5,7,353.92,19.46,5.98
2025,1,5,8,188.07,19.54,5.71
2025,1,5,9,34.7,19.66,5.44
2025,1,5,10,0.0,19.81,5.23
2025,1,5,11,0.0,19.98,5.01
2025,1,5,12,0.0,20.13,4.79
2025,1,5,13,0.0,20.27,4.71
2025,1,5,14,0.0,20.34,4.89
2025,1,5,15,0.0,20.35,5.41
2025,1,5,16,0.0,20.26,6.06
2025,1,5,17,0.0,20.08,7.01
2025,1,5,18,0.0,19.9,7.97
2025,1,5,19,0.0,19.82,8.65
2025,1,5,20,0.0,19.81,9.06
2025,1,5,21,0.0,19.76,9.33
2025,1,5,22,0.0,19.62,9.33
2025,1,5,23,26.95,19.51,9.15
2025,1,6,0,216.48,19.51,8.82
2025,1,6,1,423.02,19.6,8.43
2025,1,6,2,578.12,19.72,7.92
2025,1,6,3,678.72,19.67,7.33
2025,1,6,4,731.5,19.54,6.81
2025,1,6,5,692.2,19.41,6.39
2025,1,6,6,594.75,19.31,6.02
2025,1,6,7,434.1,19.25,5.75
2025,1,6,8,234.73,19.22,5.69
2025,1,6,9,35.1,19.28,5.93
2025,1,6,10,0.0,19.39,6.24
2025,1,6,11,0.0,19.52,6.32
2025,1,6,12,0.0,19.63,6.39
2025,1,6,13,0.0,19.71,6.52
2025,1,6,14,0.0,19.77,6.43
2025,1,6,15,0.0,19.83,6.41
2025,1,6,16,0.0,19.89,6.31
2025,1,6,17,0.0,19.94,6.39
2025,1,6,18,0.0,19.98,6.48
2025,1,6,19,0.0,19.99,6.6
2025,1,6,20,0.0,19.98,6.71
2025,1,6,21,0.0,19.96,6.87
2025,1,6,22,0.0,19.95,7.17
2025,1,6,23,18.65,19.93,7.46
2025,1,7,0,107.53,19.92,7.59
2025,1,7,1,235.02,19.91,7.54
2025,1,7,2,402.4,19.89,7.3
2025,1,7,3,442.83,19.75,7.01
2025,1,7,4,485.12,19.57,6.69
2025,1,7,5,532.55,19.43,6.45
2025,1,7,6,428.67,19.32,6.31
2025,1,7,7,290.02,19.27,6.32
2025,1,7,8,140.35,19.26,6.52
2025,1,7,9,25.67,19.27,6.98
2025,1,7,10,0.0,19.32,7.48
2025,1,7,11,0.0,19.4,7.74
2025,1,7,12,0.0,19.51,7.76
2025,1,7,13,0.0,19.63,7.66
2025,1,7,14,0.0,19.73,7.56
2025,1,7,15,0.0,19.89,7.19
2025,1,7,16,0.0,20.05,6.77
2025,1,7,17,0.0,20.15,6.67
2025,1,7,18,0.0,20.2,6.95
2025,1,7,19,0.0,20.19,7.43
2025,1,7,20,0.0,20.15,7.88
2025,1,7,21,0.0,20.11,8.31
2025,1,7,22,0.0,20.11,8.68
2025,1,7,23,18.2,20.1,8.87
2025,1,8,0,111.93,20.08,8.88
2025,1,8,1,217.07,20.08,8.73
2025,1,8,2,298.25,20.06,8.46
2025,1,8,3,402.65,19.89,8.14
2025,1,8,4,478.7,19.67,7.8
2025,1,8,5,538.47,19.5,7.52
2025,1,8,6,429.48,19.38,7.39
2025,1,8,7,290.15,19.31,7.32
2025,1,8,8,146.02,19.28,7.18
2025,1,8,9,27.12,19.3,6.95
2025,1,8,10,0.0,19.35,6.66
2025,1,8,11,0.0,19.41,6.37
2025,1,8,12,0.0,19.46,6.06
2025,1,8,13,0.0,19.53,5.8
2025,1,8,14,0.0,19.59,5.62
2025,1,8,15,0.0,19.71,5.38
2025,1,8,16,0.0,19.84,5.36
2025,1,8,17,0.0,19.89,5.87
2025,1,8,18,0.0,19.86,6.77
2025,1,8,19,0.0,19.79,7.64
2025,1,8,20,0.0,19.71,8.15
2025,1,8,21,0.0,19.7,8.32
2025,1,8,22,0.0,19.75,8.28
2025,1,8,23,30.92,19.84,8.14
2025,1,9,0,192.52,19.96,7.96
2025,1,9,1,382.35,20.09,7.84
2025,1,9,2,548.58,20.17,7.78
2025,1,9,3,652.17,20.03,7.76
2025,1,9,4,685.15,19.83,7.74
2025,1,9,5,578.08,19.68,7.69
2025,1,9,6,507.62,19.58,7.72
2025,1,9,7,363.58,19.51,7.79
2025,1,9,8,192.8,19.46,7.78
2025,1,9,9,39.6,19.53,7.64
2025,1,9,10,0.0,19.7,7.47
2025,1,9,11,0.0,19.94,7.43
2025,1,9,12,0.0,20.16,7.64
2025,1,9,13,0.0,20.29,8.34
2025,1,9,14,0.0,20.25,9.78
2025,1,9,15,0.0,20.03,11.84
2025,1,9,16,0.0,19.58,13.0
2025,1,9,17,0.0,18.95,13.5
2025,1,9,18,0.0,18.42,13.58
2025,1,9,19,0.0,17.97,13.53
2025,1,9,20,0.0,17.59,13.47
2025,1,9,21,0.0,17.2,13.43
2025,1,9,22,0.0,16.82,13.34
2025,1,9,23,24.05,16.5,13.26
2025,1,10,0,149.52,16.23,13.09
2025,1,10,1,329.38,16.04,12.75
2025,1,10,2,498.73,15.96,12.29
2025,1,10,3,642.62,15.85,11.91
2025,1,10,4,713.85,15.8,11.53
2025,1,10,5,660.17,15.89,11.1
2025,1,10,6,567.03,16.06,10.73
2025,1,10,7,415.15,16.33,10.42
2025,1,10,8,224.0,16.65,10.19
2025,1,10,9,46.9,17.1,9.95
2025,1,10,10,0.0,17.56,9.88
2025,1,10,11,0.0,17.93,9.88
2025,1,10,12,0.0,18.18,9.77
2025,1,10,13,0.0,18.31,9.66
2025,1,10,14,0.0,18.31,9.71
2025,1,10,15,0.0,18.15,9.91
2025,1,10,16,0.0,17.87,10.07
2025,1,10,17,0.0,17.56,10.2
2025,1,10,18,0.0,17.23,10.37
2025,1,10,19,0.0,16.93,10.47
2025,1,10,20,0.0,16.75,10.48
2025,1,10,21,0.0,16.66,10.64
2025,1,10,22,0.0,16.61,10.85
2025,1,10,23,23.25,16.54,10.85
2025,1,11,0,162.57,16.42,10.71
2025,1,11,1,354.1,16.33,10.47
2025,1,11,2,533.3,16.22,10.31
2025,1,11,3,664.53,15.98,10.19
2025,1,11,4,683.8,15.77,9.99
2025,1,11,5,633.35,15.74,9.78
2025,1,11,6,543.9,15.87,9.67
2025,1,11,7,398.67,16.15,9.7
2025,1,11,8,231.02,16.49,9.87
2025,1,11,9,49.28,16.92,10.12
2025,1,11,10,0.0,17.31,10.55
2025,1,11,11,0.0,17.57,11.05
2025,1,11,12,0.0,17.66,11.43
2025,1,11,13,0.0,17.64,11.65
2025,1,11,14,0.0,17.47,11.68
2025,1,11,15,0.0,17.08,11.52
2025,1,11,16,0.0,16.61,11.1
2025,1,11,17,0.0,16.28,10.57
2025,1,11,18,0.0,16.13,10.18
2025,1,11,19,0.0,16.15,10.05
2025,1,11,20,0.0,16.24,10.17
2025,1,11,21,0.0,16.26,10.56
2025,1,11,22,0.0,16.19,11.02
2025,1,11,23,35.88,16.07,11.25
2025,1,12,0,220.73,16.03,11.15
2025,1,12,1,426.55,16.12,10.74
2025,1,12,2,598.97,16.28,10.22
2025,1,12,3,713.95,16.36,9.6
2025,1,12,4,766.2,16.41,8.95
2025,1,12,5,739.88,16.53,8.45
2025,1,12,6,655.67,16.69,8.21
2025,1,12,7,475.27,16.85,8.16
2025,1,12,8,269.5,17.02,8.16
2025,1,12,9,60.0,17.19,8.19
2025,1,12,10,0.0,17.38,8.24
2025,1,12,11,0.0,17.59,8.28
2025,1,12,12,0.0,17.8,8.21
2025,1,12,13,0.0,17.97,8.03
2025,1,12,14,0.0,18.09,7.79
2025,1,12,15,0.0,18.23,7.82
2025,1,12,16,0.0,18.4,8.0
2025,1,12,17,0.0,18.54,8.11
2025,1,12,18,0.0,18.63,8.28
2025,1,12,19,0.0,18.7,8.62
2025,1,12,20,0.0,18.76,9.04
2025,1,12,21,0.0,18.82,9.33
2025,1,12,22,0.0,18.85,9.5
2025,1,12,23,24.23,18.89,9.57
2025,1,13,0,140.1,18.95,9.56
2025,1,13,1,292.38,19.03,9.49
2025,1,13,2,452.98,19.07,9.38
2025,1,13,3,582.28,18.99,9.12
2025,1,13,4,719.3,18.87,8.91
2025,1,13,5,670.53,18.8,8.8
2025,1,13,6,572.17,18.77,8.79
2025,1,13,7,409.5,18.78,8.81
2025,1,13,8,225.62,18.86,8.85
2025,1,13,9,47.6,18.99,9.14
2025,1,13,10,0.0,19.21,9.41
2025,1,13,11,0.0,19.47,9.52
2025,1,13,12,0.0,19.69,9.46
2025,1,13,13,0.0,19.84,9.28
2025,1,13,14,0.0,19.86,9.1
2025,1,13,15,0.0,19.87,9.07
2025,1,13,16,0.0,19.9,9.03
2025,1,13,17,0.0,19.9,8.99
2025,1,13,18,0.0,19.91,8.98
2025,1,13,19,0.0,19.89,9.1
2025,1,13,20,0.0,19.85,9.2
2025,1,13,21,0.0,19.82,9.32
2025,1,13,22,0.0,19.82,9.44
2025,1,13,23,15.93,19.79,9.65
2025,1,14,0,86.7,19.8,9.92
2025,1,14,1,147.15,19.83,10.1
2025,1,14,2,195.95,19.8,10.17
2025,1,14,3,275.4,19.66,10.08
2025,1,14,4,261.25,19.48,9.95
2025,1,14,5,219.98,19.29,9.92
2025,1,14,6,215.88,19.12,9.99
2025,1,14,7,165.07,19.05,10.05
2025,1,14,8,103.85,19.07,10.02
2025,1,14,9,26.27,19.2,9.95
2025,1,14,10,0.0,19.34,9.78
2025,1,14,11,0.0,19.41,9.65
2025,1,14,12,0.0,19.4,9.51
2025,1,14,13,0.0,19.32,9.32
2025,1,14,14,0.0,19.21,8.96
2025,1,14,15,0.0,19.1,8.46
2025,1,14,16,0.0,19.0,7.83
2025,1,14,17,0.0,18.95,7.39
2025,1,14,18,0.0,18.96,7.38
2025,1,14,19,0.0,19.0,7.76
2025,1,14,20,0.0,19.03,8.3
2025,1,14,21,0.0,19.07,8.8
2025,1,14,22,0.0,19.19,9.54
2025,1,14,23,23.77,19.42,10.81
2025,1,15,0,159.62,19.61,11.91
2025,1,15,1,333.95,19.68,12.16
2025,1,15,2,490.02,19.73,11.79
2025,1,15,3,561.5,19.65,11.07
2025,1,15,4,623.72,19.56,10.45
2025,1,15,5,552.85,19.59,10.12
2025,1,15,6,496.62,19.69,9.81
2025,1,15,7,294.88,19.86,9.47
2025,1,15,8,176.98,20.1,9.08
2025,1,15,9,47.12,20.34,8.53
2025,1,15,10,0.0,20.52,7.9
2025,1,15,11,0.0,20.62,7.61
2025,1,15,12,0.0,20.58,7.67
2025,1,15,13,0.0,20.32,8.29
2025,1,15,14,0.0,19.91,10.23
2025,1,15,15,0.0,19.51,11.02
2025,1,15,16,0.0,19.31,11.13
2025,1,15,17,0.0,19.18,11.25
2025,1,15,18,0.0,19.02,11.45
2025,1,15,19,0.0,18.84,11.46
2025,1,15,20,0.0,18.63,11.26
2025,1,15,21,0.0,18.37,11.14
2025,1,15,22,0.0,18.11,10.94
2025,1,15,23,23.73,17.9,10.7
2025,1,16,0,149.18,17.74,10.47
2025,1,16,1,334.62,17.7,10.22
2025,1,16,2,493.85,17.7,9.91
2025,1,16,3,615.47,17.59,9.59
2025,1,16,4,694.9,17.44,9.34
2025,1,16,5,656.2,17.34,9.08
2025,1,16,6,543.88,17.32,8.77
2025,1,16,7,392.35,17.38,8.34
2025,1,16,8,188.4,17.48,7.9
2025,1,16,9,53.95,17.65,7.54
2025,1,16,10,0.0,17.84,7.29
2025,1,16,11,0.0,18.03,7.1
2025,1,16,12,0.0,18.19,6.91
2025,1,16,13,0.0,18.29,6.79
2025,1,16,14,0.0,18.31,6.79
2025,1,16,15,0.0,18.34,6.82
2025,1,16,16,0.0,18.37,6.9
2025,1,16,17,0.0,18.36,7.06
2025,1,16,18,0.0,18.31,7.35
2025,1,16,19,0.0,18.23,7.73
2025,1,16,20,0.0,18.08,8.17
2025,1,16,21,0.0,17.89,8.61
2025,1,16,22,0.0,17.75,8.94
2025,1,16,23,23.95,17.66,9.06
2025,1,17,0,155.38,17.67,8.85
2025,1,17,1,347.35,17.78,8.47
2025,1,17,2,525.5,17.92,7.9
2025,1,17,3,617.17,17.92,7.33
2025,1,17,4,640.15,17.87,6.79
2025,1,17,5,686.33,17.86,6.42
2025,1,17,6,559.28,17.82,6.37
2025,1,17,7,432.75,17.76,6.5
2025,1,17,8,234.48,17.69,6.63
2025,1,17,9,59.72,17.63,6.88
2025,1,17,10,0.0,17.58,7.11
2025,1,17,11,0.0,17.56,7.27
2025,1,17,12,0.0,17.59,7.37
2025,1,17,13,0.0,17.62,7.34
2025,1,17,14,0.0,17.66,7.15
2025,1,17,15,0.0,17.79,6.77
2025,1,17,16,0.0,17.98,6.42
2025,1,17,17,0.0,18.15,6.24
2025,1,17,18,0.0,18.25,6.16
2025,1,17,19,0.0,18.33,6.33
2025,1,17,20,0.0,18.4,6.68
2025,1,17,21,0.0,18.46,6.98
2025,1,17,22,0.0,18.53,7.2
2025,1,17,23,26.65,18.58,7.25
2025,1,18,0,179.88,18.61,7.16
2025,1,18,1,370.75,18.67,7.01
2025,1,18,2,553.62,18.71,6.95
2025,1,18,3,651.33,18.57,6.99
2025,1,18,4,748.47,18.37,6.93
2025,1,18,5,720.53,18.24,6.72
2025,1,18,6,591.7,18.18,6.38
2025,1,18,7,429.33,18.19,5.96
2025,1,18,8,242.07,18.23,5.5
2025,1,18,9,59.38,18.26,5.15
2025,1,18,10,0.0,18.28,4.87
2025,1,18,11,0.0,18.32,4.61
2025,1,18,12,0.0,18.38,4.31
2025,1,18,13,0.0,18.43,3.98
2025,1,18,14,0.0,18.47,3.65
2025,1,18,15,0.0,18.53,3.07
2025,1,18,16,0.0,18.58,2.58
2025,1,18,17,0.0,18.62,2.71
2025,1,18,18,0.0,18.61,3.39
2025,1,18,19,0.0,18.56,4.17
2025,1,18,20,0.0,18.46,4.86
2025,1,18,21,0.0,18.34,5.45
2025,1,18,22,0.0,18.22,6.01
2025,1,18,23,31.33,18.08,6.44
2025,1,19,0,201.2,18.0,6.51
2025,1,19,1,407.65,17.98,6.31
2025,1,19,2,590.25,18.0,5.97
2025,1,19,3,701.2,18.01,5.51
2025,1,19,4,732.1,18.03,4.98
2025,1,19,5,725.58,18.09,4.55
2025,1,19,6,583.95,18.18,4.28
2025,1,19,7,410.25,18.28,3.92
2025,1,19,8,230.05,18.39,3.46
2025,1,19,9,33.08,18.52,3.02
2025,1,19,10,0.0,18.63,2.66
2025,1,19,11,0.0,18.76,2.49
2025,1,19,12,0.0,18.9,2.4
2025,1,19,13,0.0,18.99,2.24
2025,1,19,14,0.0,19.05,2.02
2025,1,19,15,0.0,19.11,1.81
2025,1,19,16,0.0,19.17,1.9
2025,1,19,17,0.0,19.19,2.6
2025,1,19,18,0.0,19.17,3.65
2025,1,19,19,0.0,19.05,4.48
2025,1,19,20,0.0,18.88,4.85
2025,1,19,21,0.0,18.69,4.83
2025,1,19,22,0.0,18.55,4.65
2025,1,19,23,32.78,18.49,4.41
2025,1,20,0,203.82,18.55,4.09
2025,1,20,1,406.38,18.73,3.87
2025,1,20,2,575.42,18.95,3.82
2025,1,20,3,689.22,19.1,3.94
2025,1,20,4,730.83,19.18,4.14
2025,1,20,5,716.55,19.22,4.36
2025,1,20,6,603.03,19.24,4.57
2025,1,20,7,440.05,19.24,4.77
2025,1,20,8,247.77,19.23,4.92
2025,1,20,9,40.88,19.26,5.04
2025,1,20,10,0.0,19.29,5.09
2025,1,20,11,0.0,19.31,5.02
2025,1,20,12,0.0,19.35,4.88
2025,1,20,13,0.0,19.39,4.7
2025,1,20,14,0.0,19.44,4.53
2025,1,20,15,0.0,19.5,4.46
2025,1,20,16,0.0,19.58,4.47
2025,1,20,17,0.0,19.66,4.5
2025,1,20,18,0.0,19.74,4.67
2025,1,20,19,0.0,19.8,5.11
2025,1,20,20,0.0,19.85,5.68
2025,1,20,21,0.0,19.87,6.19
2025,1,20,22,0.0,19.89,6.62
2025,1,20,23,25.05,19.89,6.96
2025,1,21,0,134.02,19.94,7.15
2025,1,21,1,270.85,20.03,7.22
2025,1,21,2,399.4,20.11,7.14
2025,1,21,3,499.48,20.1,6.9
2025,1,21,4,612.05,20.03,6.67
2025,1,21,5,507.92,19.95,6.48
2025,1,21,6,389.12,19.89,6.41
2025,1,21,7,218.82,19.86,6.4
2025,1,21,8,117.95,19.86,6.45
2025,1,21,9,27.05,19.83,6.74
2025,1,21,10,0.0,19.81,7.06
2025,1,21,11,0.0,19.85,7.23
2025,1,21,12,0.0,19.92,7.27
2025,1,21,13,0.0,19.98,7.2
2025,1,21,14,0.0,19.97,7.15
2025,1,21,15,0.0,19.95,7.15
2025,1,21,16,0.0,19.94,7.18
2025,1,21,17,0.0,19.93,7.3
2025,1,21,18,0.0,19.93,7.55
2025,1,21,19,0.0,19.91,7.96
2025,1,21,20,0.0,19.89,8.41
2025,1,21,21,0.0,19.92,8.66
2025,1,21,22,0.0,19.98,8.81
2025,1,21,23,12.73,20.05,8.88
2025,1,22,0,108.1,20.21,8.78
2025,1,22,1,214.7,20.39,8.37
2025,1,22,2,340.23,20.55,8.01
2025,1,22,3,357.85,20.57,7.61
2025,1,22,4,323.33,20.49,7.34
2025,1,22,5,279.2,20.42,7.26
2025,1,22,6,283.55,20.28,7.38
2025,1,22,7,114.62,20.15,7.68
2025,1,22,8,72.2,20.01,8.01
2025,1,22,9,15.07,19.93,8.27
2025,1,22,10,0.0,19.9,8.44
2025,1,22,11,0.0,19.98,8.45
2025,1,22,12,0.0,20.11,8.21
2025,1,22,13,0.0,20.2,7.91
2025,1,22,14,0.0,20.27,7.61
2025,1,22,15,0.0,20.34,7.43
2025,1,22,16,0.0,20.38,7.34
2025,1,22,17,0.0,20.38,7.38
2025,1,22,18,0.0,20.33,7.48
2025,1,22,19,0.0,20.29,7.63
2025,1,22,20,0.0,20.27,7.82
2025,1,22,21,0.0,20.25,7.93
2025,1,22,22,0.0,20.26,7.98
2025,1,22,23,18.15,20.29,7.9
2025,1,23,0,115.57,20.34,7.66
2025,1,23,1,231.07,20.38,7.21
2025,1,23,2,348.52,20.39,6.69
2025,1,23,3,439.83,20.3,6.31
2025,1,23,4,522.92,20.17,6.07
2025,1,23,5,498.3,20.03,5.9
2025,1,23,6,363.7,19.89,5.84
2025,1,23,7,291.85,19.78,5.84
2025,1,23,8,161.7,19.69,5.8
2025,1,23,9,41.58,19.67,5.79
2025,1,23,10,0.0,19.74,5.8
2025,1,23,11,0.0,19.85,5.84
2025,1,23,12,0.0,19.95,5.82
2025,1,23,13,0.0,20.03,5.7
2025,1,23,14,0.0,20.11,5.49
2025,1,23,15,0.0,20.26,5.41
2025,1,23,16,0.0,20.46,5.55
2025,1,23,17,0.0,20.6,5.82
2025,1,23,18,0.0,20.71,6.26
2025,1,23,19,0.0,20.77,6.8
2025,1,23,20,0.0,20.83,7.37
2025,1,23,21,0.0,20.85,7.88
2025,1,23,22,0.0,20.87,8.29
2025,1,23,23,22.67,20.93,8.55
2025,1,24,0,141.68,21.02,8.48
2025,1,24,1,294.02,21.09,8.23
2025,1,24,2,433.75,21.14,7.9
2025,1,24,3,567.95,21.14,7.25
2025,1,24,4,669.67,21.14,6.56
2025,1,24,5,624.35,21.11,6.08
2025,1,24,6,494.62,21.06,5.96
2025,1,24,7,364.65,21.02,6.25
2025,1,24,8,198.5,20.97,6.82
2025,1,24,9,48.1,20.91,7.23
2025,1,24,10,0.0,20.85,7.5
2025,1,24,11,0.0,20.82,7.68
2025,1,24,12,0.0,20.79,7.65
2025,1,24,13,0.0,20.73,7.43
2025,1,24,14,0.0,20.66,7.09
2025,1,24,15,0.0,20.59,6.77
2025,1,24,16,0.0,20.54,6.54
2025,1,24,17,0.0,20.51,6.38
2025,1,24,18,0.0,20.49,6.28
2025,1,24,19,0.0,20.46,6.23
2025,1,24,20,0.0,20.43,6.19
2025,1,24,21,0.0,20.38,6.37
2025,1,24,22,0.0,20.37,6.66
2025,1,24,23,23.58,20.37,6.91
2025,1,25,0,167.25,20.41,7.11
2025,1,25,1,382.55,20.47,7.24
2025,1,25,2,569.22,20.51,7.3
2025,1,25,3,636.6,20.51,7.25
2025,1,25,4,665.65,20.49,7.0
2025,1,25,5,528.3,20.48,6.59
2025,1,25,6,495.52,20.46,6.23
2025,1,25,7,314.38,20.43,6.01
2025,1,25,8,188.85,20.39,5.93
2025,1,25,9,58.88,20.35,6.07
2025,1,25,10,0.0,20.3,6.36
2025,1,25,11,0.0,20.25,6.66
2025,1,25,12,0.0,20.2,6.78
2025,1,25,13,0.0,20.17,6.75
2025,1,25,14,0.0,20.12,6.7
2025,1,25,15,0.0,20.11,6.43
2025,1,25,16,0.0,20.16,6.06
2025,1,25,17,0.0,20.23,5.77
2025,1,25,18,0.0,20.29,5.67
2025,1,25,19,0.0,20.32,5.85
2025,1,25,20,0.0,20.3,6.36
2025,1,25,21,0.0,20.22,7.34
2025,1,25,22,0.0,19.89,8.93
2025,1,25,23,8.9,19.0,10.89
2025,1,26,0,53.25,17.66,12.6
2025,1,26,1,101.35,16.51,13.28
2025,1,26,2,135.9,16.04,13.24
2025,1,26,3,235.5,15.93,13.29
2025,1,26,4,284.98,15.86,13.61
2025,1,26,5,229.9,15.75,14.02
2025,1,26,6,204.82,15.53,14.42
2025,1,26,7,136.6,15.37,14.61
2025,1,26,8,70.03,15.48,14.51
2025,1,26,9,11.57,15.96,14.16
2025,1,26,10,0.0,16.54,14.04
2025,1,26,11,0.0,16.84,14.61
2025,1,26,12,0.0,16.62,15.3
2025,1,26,13,0.0,15.96,15.38
2025,1,26,14,0.0,15.31,14.8
2025,1,26,15,0.0,15.02,14.09
2025,1,26,16,0.0,15.0,13.65
2025,1,26,17,0.0,14.98,13.48
2025,1,26,18,0.0,14.92,13.4
2025,1,26,19,0.0,14.92,13.39
2025,1,26,20,0.0,14.95,13.44
2025,1,26,21,0.0,14.96,13.63
2025,1,26,22,0.0,14.96,13.73
2025,1,26,23,30.1,15.02,13.59
2025,1,27,0,197.32,15.09,13.23
2025,1,27,1,408.92,15.22,12.65
2025,1,27,2,608.88,15.45,11.97
2025,1,27,3,726.28,15.58,11.32
2025,1,27,4,794.15,15.69,10.6
2025,1,27,5,774.72,15.87,9.9
2025,1,27,6,675.58,16.11,9.35
2025,1,27,7,514.97,16.38,8.99
2025,1,27,8,302.12,16.68,8.83
2025,1,27,9,86.97,16.98,8.72
2025,1,27,10,0.0,17.24,8.6
2025,1,27,11,0.0,17.48,8.48
2025,1,27,12,0.0,17.7,8.22
2025,1,27,13,0.0,17.88,7.99
2025,1,27,14,0.0,17.99,7.94
2025,1,27,15,0.0,18.1,8.05
2025,1,27,16,0.0,18.13,8.21
2025,1,27,17,0.0,18.08,8.49
2025,1,27,18,0.0,17.95,8.88
2025,1,27,19,0.0,17.79,9.32
2025,1,27,20,0.0,17.62,9.66
2025,1,27,21,0.0,17.44,9.95
2025,1,27,22,0.0,17.32,10.22
2025,1,27,23,36.67,17.33,10.36
2025,1,28,0,212.8,17.47,10.2
2025,1,28,1,420.23,17.7,9.8
